"Structure of NEW_SMILES [idcode]","NEW_SMILES","pIC50","amw","lipinskiHBA","lipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumHeavyAtoms","NumAtoms","NumHeteroatoms","NumAmideBonds","FractionCSP3","NumRings","NumAromaticRings","NumAliphaticRings","NumSaturatedRings","NumHeterocycles","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumSpiroAtoms","NumBridgeheadAtoms","NumAtomStereoCenters","NumUnspecifiedAtomStereoCenters","labuteASA","tpsa","CrippenClogP","CrippenMR","chi0v","chi1v","chi2v","chi3v","chi4v","chi0n","chi1n","chi2n","chi3n","chi4n","hallKierAlpha","kappa1","kappa2","kappa3","Phi","Shape Index","Molecular Flexibility","Molecular Complexity"
"fmwpR@AY{AAe`BLddLRrRbvTRRRVXHmQsVjjijZVffh@@","CCCCCS(=O)(=O)C1CN(C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)C1","5.06550154875643","391.493","7","0","7","0","5","27","52","8","2","0.578947368421053","3","1","2","1","3","1","1","2","0","0","0","0","158.662574100691","96.77","0.160400000000001","101.1078","16.3727409271843","11.1636744509528","7.22782115520297","7.22782115520297","5.01053077468466","15.5562443462566","9.44825299430549","5.05623245513649","5.05623245513649","3.25656390142136","-2.09","19.6655222474519","8.28909835618919","4.79809680141792","6.03738696796131","0.7037","0.55532","0.78115"
"fnsH`@DVrtDdfY]YU^Uz\\FkVjZfihDB`@@","N=c1ccc(C=CC(=O)N2CC(OCc3ccncc3)C2)c[nH]1","5.74472749489669","310.357","6","2","5","2","4","23","41","6","1","0.235294117647059","3","2","1","1","3","2","1","1","0","0","0","0","133.507205901536","82.07","1.32997","85.0754","12.6057468073836","7.41374603111308","3.64992325780813","3.64992325780813","2.23004556132734","12.6057468073836","7.41374603111308","3.64992325780813","3.64992325780813","2.23004556132734","-2.73","15.1766788398656","7.01994916907397","4.13759143586252","4.63215278309641","0.73913","0.37557","0.63962"
"fegI`@DVstDaiLrzrj|joTxxM^mTuMSPHPu@@@","CC(=O)N=c1ccc(C=CC(=O)N2CC(OCc3ccncc3)C2)c[nH]1","6.58502665202918","352.394","7","1","5","1","4","26","46","7","2","0.263157894736842","3","2","1","1","3","2","1","1","0","0","0","0","150.608583716968","87.65","1.2977","95.4647","14.4612086933474","8.31508377184496","3.91140482972091","3.91140482972091","2.46100533346151","14.4612086933474","8.31508377184496","3.91140482972091","3.91140482972091","2.46100533346151","-3.06","17.7530821107788","8.35153493165693","4.9674248850117","5.70251866895164","0.73077","0.36645","0.68153"
"edZ\JH@GFen@go`PICHhdldhdlidhddddeCPqXytMl]@AUUTttmMRtUP[T@@","COC(=O)C1Cc2cc(=CCC(=O)N3CCC(COc4ccc(F)cc4)CC3)cnc2=NC1=O","7.22184874961636","467.497","8","0","6","0","6","34","60","9","2","0.4","4","2","2","1","3","1","1","2","0","0","1","1","195.648417886952","98.16","1.2004","119.516","18.9067466028409","11.2433742466244","6.16690787567385","6.16690787567385","4.12822205042149","18.9067466028409","11.2433742466244","6.16690787567385","6.16690787567385","4.12822205042149","-3.62","23.5352430551691","10.5411128048536","5.64710041798491","7.29669564512309","0.64706","0.49796","0.82973"
"e`\\BH@GFen@go`IAIe]VUvueUUVabqsh[Xz@BjjiiiZZfJhMb@@","O=C1N=c2ncc(=CCC(=O)N3CCC(COc4ccc(F)cc4)CC3)cc2CC1CO","7.09151498112135","439.487","7","1","6","1","5","32","58","8","2","0.416666666666667","4","2","2","1","3","1","1","2","0","0","1","1","184.802642195201","92.09","1.0197","114.5858","17.7445703985997","10.8626785875825","5.99501278646608","5.99501278646608","4.00336922047772","17.7445703985997","10.8626785875825","5.99501278646608","5.99501278646608","4.00336922047772","-3.13","22.0778406461613","9.99447906238705","5.36974372464289","6.89551612752427","0.65625","0.49218","0.807"
"edZ\JH@GFen@go`PICHhdldhdlidhddddeCPqXytMl]@AUUTs@ASRtQ@@@","COC(=O)c1cc2cc(C=CC(=O)N3CCC(COc4ccc(F)cc4)CC3)cnc2[nH]c1=O","6.25963731050576","465.481","8","1","6","1","6","34","58","9","1","0.28","4","3","1","1","3","2","1","1","0","0","0","0","194.565412724113","101.59","3.1796","123.9362","18.6226697141575","10.8945657569383","5.76393667236071","5.76393667236071","3.79976012592291","18.6226697141575","10.8945657569383","5.76393667236071","5.76393667236071","3.79976012592291","-4.01","23.1583847723703","10.2859195268281","5.48139880607459","7.00603770999772","0.64706","0.39129","0.83313"
"ehRRBH@GFe`^@go`IAIe]VUvueUUVhXl\zFvN`@jjjZZVfiXj`vh@@","NC(=O)C1Cc2cc(=CCC(=O)N3CCC(COc4ccc(F)cc4)CC3)cnc2=NC1=O","7.10790539730952","452.486","8","2","6","1","5","33","58","9","3","0.375","4","2","2","1","3","1","1","2","0","0","1","1","189.509821240061","114.95","0.512699999999999","116.6944","18.0758485815666","10.9196769455234","6.02464897724164","6.02464897724164","4.02410196586751","18.0758485815666","10.9196769455234","6.02464897724164","6.02464897724164","4.02410196586751","-3.62","22.5695492112083","9.89048958851091","5.6012065373857","6.76436034820728","0.63636","0.48418","0.81291"
"eohTFD@KCbCGAim`IBjPrJJIIJZJKQIIJKPi`PHkhzBBHF`jJffhH@@","CCc1cc(OC(=O)OC)c(Oc2ccc(C(=O)N3CCNC(=O)C3)cc2F)cc1F","5.30102999566398","434.395","8","1","5","1","6","31","51","10","2","0.285714285714286","3","2","1","1","1","0","1","1","0","0","0","0","176.233113849917","94.17","3.0367","104.1982","16.8678107549959","9.4357696181704","4.57793115386187","4.57793115386187","2.96875709258076","16.8678107549959","9.4357696181704","4.57793115386187","4.57793115386187","2.96875709258076","-3.69","22.0055262752625","9.41497319170313","5.0825709378356","6.68327225648113","0.51613","0.49995","0.8024"
"egh\LH@CFen@k`ICHhdldhdihThdddmPqYytMl]@AUUTttmMIUAIP@@","O=C1CCc2cc(=CCC(=O)N3CCCC(COc4ccc(F)cc4)C3)cnc2=N1","5.88605664769316","409.461","6","0","5","0","4","30","54","7","2","0.391304347826087","4","2","2","1","3","1","1","2","0","0","1","1","173.643466328608","71.86","1.8013","108.627","16.7200065339101","10.2948324966364","5.48624180498612","5.48624180498612","3.84027076772925","16.7200065339101","10.2948324966364","5.48624180498612","5.48624180498612","3.84027076772925","-3.09","20.1936905903266","9.15333898621883","5.08694868535919","6.16132317853591","0.66667","0.48955","0.78706"
"figi`@DL|VhGMRYVuu[gY^gIJbeoVfiYijiijh@@","Cc1nc(C2CN(C(=O)CC=c3cnc4c(c3)CCC(=O)N=4)C2)no1","6.82390874094432","339.355","8","0","3","0","6","25","42","8","2","0.411764705882353","4","2","2","1","4","2","1","2","0","0","0","0","142.819482999121","101.55","-0.33798","85.784","13.8057478315826","8.22962934370702","4.45788886492422","4.45788886492422","2.99404898011489","13.8057478315826","8.22962934370702","4.45788886492422","4.45788886492422","2.99404898011489","-2.9","15.6174362311709","6.19336607551529","3.19290653348874","3.8689799896263","0.68","0.46224","0.78878"
"fcpP@D^Z@huyEEDdehhddmLdcNBCeM^cZijfBPhZfhh\h@@","CC(=O)N=c1ccc(C=CC(=O)N2CCC(c3ccc4c(c3)OCO4)C2)c[nH]1","5.95860731484177","379.416","7","1","3","1","4","28","49","7","2","0.285714285714286","4","2","2","1","3","1","1","2","0","0","1","1","161.861591926396","83.99","2.2199","102.5737","15.5519999003082","9.18904583687163","4.88458494727981","4.88458494727981","3.44400198774311","15.5519999003082","9.18904583687163","4.88458494727981","4.88458494727981","3.44400198774311","-3.35","18.0338703242874","7.71758061156176","3.97963604722755","4.97063742736211","0.64286","0.31949","0.77052"
"fns`b@ERRBHrJJIHsQIZJIIgKNJv@`fjhHHHaZ`@","COc1ccccc1C1CCN(C(=O)Cc2ccccc2Cl)C1","6.30102999566398","329.827","3","0","4","0","2","23","43","4","1","0.315789473684211","3","2","1","1","1","0","1","1","0","0","1","1","141.375428199444","29.54","3.9072","92.0880000000001","13.9221831429082","8.20648465531356","4.7879515916021","4.7879515916021","3.36337387341134","13.1662541968897","7.82852018230433","4.41922386785815","4.41922386785815","3.16082518735303","-2.0","15.8790170132325","7.05078125","3.50459707950243","4.86780327936221","0.56522","0.43193","0.72323"
"ffcaA@MJAH\dLbbbTUfbRtRSAN|VlADSUT@ADGT@@","O=C(Cc1c(F)cccc1F)N1CCC(c2ccccc2)C1","5.72124639904717","301.336","2","0","3","0","1","22","39","4","1","0.277777777777778","3","2","1","1","1","0","1","1","0","0","1","1","127.924745434511","20.31","3.5234","80.442","12.1359703794351","7.40512998311315","4.20162555594867","4.20162555594867","2.9483223953773","12.1359703794351","7.40512998311315","4.20162555594867","4.20162555594867","2.9483223953773","-2.23","14.6966501650339","6.26014129700381","3.0065756104481","4.18195939207939","0.59091","0.5184","0.67279"
"fbmQA@EQdBHBDYEEDdYhdmDf\lyNXBBZjihfEj@@","O=C(Cc1ccccc1Cl)N1CCC(c2nccs2)C1","5.22184874961636","306.818","3","0","3","0","3","20","35","5","1","0.333333333333333","3","2","1","1","2","1","1","1","0","0","1","1","126.756952106898","33.2","3.3551","81.208","12.5311927809566","7.90138018814096","4.94789551883073","4.94789551883073","3.51118894223852","10.9587672540104","6.64376290387683","3.64113430020961","3.64113430020961","2.54094570714565","-1.39","13.5865471884806","5.93557648014048","2.86133542512644","4.03219949691321","0.6","0.51766","0.71485"
"fj}aB@ERADYEEDdYhdmDdsegYK@PSUT@ADKT@@","O=C(Cc1ccccc1Cl)N1CCC(c2ccccc2)C1","4.97061622231479","299.801","2","0","3","0","1","21","39","3","1","0.277777777777778","3","2","1","1","1","0","1","1","0","0","1","1","129.89694085554","20.31","3.8986","85.5360000000001","12.591285121634","7.6774455529511","4.48017690438282","4.48017690438282","3.10311053135374","11.8353561756155","7.29948107994187","4.11144918063887","4.11144918063887","2.90056184529543","-1.8","14.1505161979352","6.31484331018953","3.2732161947315","4.25515678801237","0.61905","0.51889","0.6621"
"figaa@MJjLDarPrJJIQVZIKQISI`g^JwhxBHfjh@bbJCj@@","O=C(Cc1c(F)cccc1F)N1CCC(c2ccc3c(c2)OCO3)C1","5.63827216398241","345.345","4","0","3","0","3","25","42","6","1","0.315789473684211","4","2","2","1","2","0","1","2","0","0","1","1","143.510946854392","38.77","3.2521","86.5650000000001","13.5048732031701","8.21807881195627","4.79867871245118","4.79867871245118","3.39018196264584","13.5048732031701","8.21807881195627","4.79867871245118","4.79867871245118","3.39018196264584","-2.63","15.8720891437393","6.34951252863463","3.03839779453145","4.03120115495113","0.56","0.46933","0.74264"
"fakHb@LBbWSPABTsvoZrnmb`iIsSMULsSLuTBT@@","CC(=O)N=c1ccc(C=CC(=O)N2CCC(c3nccs3)C2)c[nH]1","5.34678748622466","342.424","6","1","3","1","4","24","42","7","2","0.294117647058823","3","2","1","1","3","2","1","1","0","0","1","1","143.135401757873","78.42","1.9477","92.1227","14.1230047358958","8.60003164321838","4.75525040522522","4.75525040522522","3.41022083135936","13.3065081549681","7.72037883196348","3.81721691034805","3.81721691034805","2.6425262823248","-2.54","16.3224354890405","7.35350293778323","4.05092751694612","5.00112822168485","0.66667","0.29142","0.74264"
"fns`b@ERjBHrJJIHsQIZIKIgKNrV@`fjh@JHaZ`@","COc1ccc(C2CCN(C(=O)Cc3ccccc3Cl)C2)cc1","4.90308998699194","329.827","3","0","4","0","2","23","43","4","1","0.315789473684211","3","2","1","1","1","0","1","1","0","0","1","1","141.375428199444","29.54","3.9072","92.088","13.9221831429082","8.20050159116985","4.79640637271073","4.79640637271073","3.25398200349274","13.1662541968897","7.82253711816062","4.42767864896678","4.42767864896678","3.05143331743444","-2.0","15.8790170132325","7.05078125","3.6734693877551","4.86780327936221","0.65217","0.5219","0.68153"
"fi{p`@D^jCjSLjoLjo{\DGJRmTuSAHPsTPyP@","CC(=O)N=c1ccc(C=CC(=O)N2CCC(c3ccccc3)C2)c[nH]1","5.92081875395237","335.407","5","1","3","1","2","25","46","5","2","0.25","3","2","1","1","2","1","1","1","0","0","1","1","146.275390506514","65.53","2.4912","96.4507","14.1830970765732","8.37609700802852","4.28753179077731","4.28753179077731","3.00214242047458","14.1830970765732","8.37609700802852","4.28753179077731","4.28753179077731","3.00214242047458","-2.95","16.8920606757405","7.74707796146214","4.53331332960458","5.23456443938842","0.68","0.31416","0.71581"
"fns`b@ERRBPrJJIHsQIZJIIgKNJv@`fjhHHHaZ`@","COc1ccccc1C1CCN(C(=O)Cc2ccccc2F)C1","5.33724216831843","313.372","3","0","4","0","2","23","43","4","1","0.315789473684211","3","2","1","1","1","0","1","1","0","0","1","1","135.237697375488","29.54","3.3929","87.036","13.1662541968897","7.82852018230433","4.41922386785815","4.41922386785815","3.16082518735303","13.1662541968897","7.82852018230433","4.41922386785815","4.41922386785815","3.16082518735303","-2.36","15.532444655321","6.81648290422755","3.3612766069788","4.60333232408069","0.56522","0.43193","0.72323"
"figaa@MJjLDQrPrJJIQVZIKQISI`g^JwhxBHfjh@bbJCj@@","O=C(Cc1c(F)cccc1Cl)N1CCC(c2ccc3c(c2)OCO3)C1","5.74472749489669","361.8","4","0","3","0","3","25","42","6","1","0.315789473684211","4","2","2","1","2","0","1","2","0","0","1","1","149.648677678348","38.77","3.7664","91.617","14.2608021491886","8.59604328496549","5.15278860932944","5.15278860932944","3.62000532814256","13.5048732031701","8.21807881195627","4.79867871245118","4.79867871245118","3.39018196264584","-2.27","16.2121015692725","6.55971121059147","3.16103234690944","4.25386817644817","0.56","0.46933","0.76387"
"fak`a@MJrBPIHILs_wJ|rkAN}WlDDSUTDDDP]P@","COc1ccccc1C1CCN(C(=O)Cc2cccc(F)c2F)C1","5.52287874528034","331.362","3","0","4","0","2","24","43","5","1","0.315789473684211","3","2","1","1","1","0","1","1","0","0","1","1","139.403232778414","29.54","3.532","86.994","13.4668684007093","7.93416908547561","4.4929575831429","4.4929575831429","3.20405209347072","13.4668684007093","7.93416908547561","4.4929575831429","4.4929575831429","3.20405209347072","-2.43","16.4285624672281","6.99058081100505","3.24979956322396","4.78521639732511","0.54167","0.44561","0.74577"
"fj}aB@ERAHYEEDdYhdmDdsegYK@PSUT@ADKT@@","O=C(Cc1ccccc1F)N1CCC(c2ccccc2)C1","5.30102999566398","283.346","2","0","3","0","1","21","39","3","1","0.277777777777778","3","2","1","1","1","0","1","1","0","0","1","1","123.759210031585","20.31","3.3843","80.4840000000001","11.8353561756155","7.29948107994187","4.11144918063887","4.11144918063887","2.90056184529543","11.8353561756155","7.29948107994187","4.11144918063887","4.11144918063887","2.90056184529543","-2.16","13.8062320725314","6.08258956103885","3.12610059491617","3.99893538484093","0.61905","0.51889","0.6621"
"egd\D@@DCK`DdfYeUoeUv]~RsQsrIj[Xyj`hIJh`@@h@@@@","Nc1ccc(Cn2c3c(c4ccccc42)CCN(C(=O)c2ccc(O)cc2)C3)cc1","6.17392519729917","397.478","5","3","3","2","4","30","53","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","174.52074760888","71.49","4.1759","118.4457","16.5838697011751","10.1166546199385","5.88835548916939","5.88835548916939","4.34045832669679","16.5838697011751","10.1166546199385","5.88835548916939","5.88835548916939","4.34045832669679","-3.73","18.3082028105382","7.26312980082834","3.18160267473781","4.43249511442764","0.53333","0.39188","0.86954"
"fa{ab@ERKtDQdTTRQfbRtRTrYrslu[v@`fjh@bbJEj@@","O=C(Cc1ccccc1Cl)N1CCC(c2ccc3c(c2)OCO3)C1","5.60205999132796","343.81","4","0","3","0","3","24","42","5","1","0.315789473684211","4","2","2","1","2","0","1","2","0","0","1","1","145.483142275421","38.77","3.6273","91.659","13.960187945369","8.49039438179421","5.07723006088533","5.07723006088533","3.54497009862227","13.2042589993505","8.11242990878499","4.70850233714137","4.70850233714137","3.34242141256396","-2.2","15.3348595213319","6.36249804937424","2.93860521365224","4.06533390799594","0.58333","0.46868","0.73618"
"fak`a@MJrBPyHYEEDhkMDehhdfB]zoXBHfjhHHH`z`@","COc1ccccc1C1CCN(C(=O)Cc2c(F)cccc2F)C1","5.24412514432751","331.362","3","0","4","0","2","24","43","5","1","0.315789473684211","3","2","1","1","1","0","1","1","0","0","1","1","139.403232778414","29.54","3.532","86.994","13.4668684007093","7.93416908547561","4.50940024316796","4.50940024316796","3.20858573743491","13.4668684007093","7.93416908547561","4.50940024316796","4.50940024316796","3.20858573743491","-2.43","16.4285624672281","6.99058081100505","3.24979956322396","4.78521639732511","0.54167","0.43688","0.73028"
"fmwq`@D^zBL|bbbRRtTRTRrqTxHI\mZijfBXJFZbGJ@@","COc1ccccc1C1CCN(C(=O)C=Cc2ccc(=NC(C)=O)[nH]c2)C1","5.45593195564972","365.433","6","1","4","1","3","27","50","6","2","0.285714285714286","3","2","1","1","2","1","1","1","0","0","1","1","157.753877850418","74.76","2.4998","103.0027","15.5139950978474","8.90513611039098","4.59530647799659","4.59530647799659","3.26240576253218","15.5139950978474","8.90513611039098","4.59530647799659","4.59530647799659","3.26240576253218","-3.15","18.6354419747913","8.48810546422896","4.7251939911213","5.85850358720548","0.62963","0.26001","0.76043"
"fj}QB@EAdBHrJJIHsQIZIIgKNrV@`fjh@BHVh@@","O=C(Cc1ccccc1Cl)N1CCC(c2ccccn2)C1","4.73518217699046","300.789","3","0","3","0","2","21","38","4","1","0.294117647058823","3","2","1","1","2","1","1","1","0","0","1","1","129.116588836487","33.2","3.2936","83.331","12.4611484479443","7.53724277252009","4.31524623283385","4.31524623283385","2.96470194695332","11.7052195019258","7.15927829951086","3.9465185090899","3.9465185090899","2.76215326089502","-1.87","14.0835319744426","6.26948056989461","3.24438906018714","4.20459190805986","0.61905","0.49645","0.71485"
"fa{ab@ERKtDadTTRQfbRtRTrYrslu[v@`fjh@bbJEj@@","O=C(Cc1ccccc1F)N1CCC(c2ccc3c(c2)OCO3)C1","5.56863623584101","327.355","4","0","3","0","3","24","42","5","1","0.315789473684211","4","2","2","1","2","0","1","2","0","0","1","1","139.345411451466","38.77","3.113","86.6070000000001","13.2042589993505","8.11242990878499","4.70850233714137","4.70850233714137","3.34242141256396","13.2042589993505","8.11242990878499","4.70850233714137","4.70850233714137","3.34242141256396","-2.56","14.9963014135288","6.15015393709013","2.81714904866688","3.84289842417519","0.58333","0.46868","0.73618"
"ffcaA@MJAHDdDfYo{e^UXIwbu``bZj`@H`z`@","O=C(Cc1cccc(F)c1F)N1CCC(c2ccccc2)C1","5.13667713987954","301.336","2","0","3","0","1","22","39","4","1","0.277777777777778","3","2","1","1","1","0","1","1","0","0","1","1","127.924745434511","20.31","3.5234","80.442","12.1359703794351","7.40512998311315","4.18518289592362","4.18518289592362","2.94378875141312","12.1359703794351","7.40512998311315","4.18518289592362","4.18518289592362","2.94378875141312","-2.23","14.6966501650339","6.26014129700381","3.0065756104481","4.18195939207939","0.59091","0.52688","0.69536"
"fmwq`@D^jAltfYU^YU_U[``yRUjfjXIBFijH\h@@","COc1ccc(C2CCN(C(=O)C=Cc3ccc(=NC(C)=O)[nH]c3)C2)cc1","5.44369749923271","365.433","6","1","4","1","3","27","50","6","2","0.285714285714286","3","2","1","1","2","1","1","1","0","0","1","1","157.753877850418","74.76","2.4998","103.0027","15.5139950978474","8.89915304624727","4.60376125910522","4.60376125910522","3.15301389261359","15.5139950978474","8.89915304624727","4.60376125910522","4.60376125910522","3.15301389261359","-3.15","18.6354419747913","8.48810546422896","4.93825404637532","5.85850358720548","0.7037","0.34685","0.72942"
"fi{H`@DV}TGTfYU^YU_vxHNTeZijfBPafhar`@","CC(=O)N=c1ccc(C=CC(=O)N2CCC(c3ccccn3)C2)c[nH]1","4.54668165995296","336.395","6","1","3","1","3","25","45","6","2","0.263157894736842","3","2","1","1","3","2","1","1","0","0","1","1","145.495038487461","78.42","1.8862","94.2457","14.0529604028835","8.23589422759751","4.12260111922834","4.12260111922834","2.86373383607417","14.0529604028835","8.23589422759751","4.12260111922834","4.12260111922834","2.86373383607417","-3.02","16.8244276263024","7.70007843480493","4.5004298017269","5.18197649372911","0.68","0.29178","0.7473"
"figaa@MJjLD`RPRYfnUyVu`g^JwhxHHfjh@bbJCj@@","O=C(Cc1cccc(F)c1F)N1CCC(c2ccc3c(c2)OCO3)C1","5.25963731050576","345.345","4","0","3","0","3","25","42","6","1","0.315789473684211","4","2","2","1","2","0","1","2","0","0","1","1","143.510946854392","38.77","3.2521","86.5650000000001","13.5048732031701","8.21807881195627","4.78223605242613","4.78223605242613","3.38564831868165","13.5048732031701","8.21807881195627","4.78223605242613","4.78223605242613","3.38564831868165","-2.63","15.8720891437393","6.34951252863463","3.03839779453145","4.03120115495113","0.56","0.47645","0.7569"
"fcH`@DL}tCdfUm]VyyeUirRj}gmijVZZjP`bh@@","CN(Cc1cn(C)c2ccccc12)C(=O)CC=c1cnc2c(c1)CCC(=O)N=2","6.88605664769316","374.444","6","0","4","0","4","28","50","6","2","0.272727272727273","4","3","1","0","3","2","0","1","0","0","0","0","162.376186945859","67.56","1.4949","106.821","16.0525802411908","9.34652281072548","5.12795248702279","5.12795248702279","3.5897571952554","16.0525802411908","9.34652281072548","5.12795248702279","5.12795248702279","3.5897571952554","-3.28","18.1005338480663","7.38440997217086","3.57961064943059","4.77363438033133","0.60714","0.51384","0.83186"
"fcH`@DL}tClbbRfRrRfbtTTRMNRUWj}mMRsSURE@U@@@","Cc1[nH]c2ccccc2c1CN(C)C(=O)CC=c1cnc2c(c1)CCC(=O)N=2","7.30102999566398","374.444","6","1","4","1","3","28","50","6","2","0.272727272727273","4","3","1","0","3","2","0","1","0","0","0","0","162.166215459264","78.42","1.79292","106.9377","16.0280163765012","9.37882839313357","5.16326377662752","5.16326377662752","3.55831171205801","16.0280163765012","9.37882839313357","5.16326377662752","5.16326377662752","3.55831171205801","-3.28","18.1005338480663","7.38440997217086","3.57961064943059","4.77363438033133","0.60714","0.51384","0.84087"
"fmoI@@DRBLFQQQKJJJIIYIIHv}Dk^sVuULuThTCQD@@","CN(Cc1cc2ccccc2n1C)C(=O)CC=c1cnc2c(c1)CCCN=2","5.63827216398241","360.461","5","0","4","0","4","27","51","5","1","0.318181818181818","4","3","1","0","3","2","0","1","0","0","0","0","158.214664845816","50.49","1.9683","106.681","15.8514387319134","9.38554928576477","5.21816592989854","5.21816592989854","3.6039860652816","15.8514387319134","9.38554928576477","5.21816592989854","5.21816592989854","3.6039860652816","-2.95","17.4631426365224","7.3493011028574","3.62914527667157","4.75340346066481","0.59259","0.51522","0.81291"
"fdePB@FR@DIRoKkLnBBdFMKRu@PT@@@","Cc1ccccc1Cn1cnc(-c2ccsc2)c1","4.43770713554353","254.358","2","0","3","0","3","18","32","3","0","0.133333333333333","3","3","0","0","2","2","0","0","0","0","0","0","110.554618919386","17.82","3.96832","75.821","11.0224312662847","6.85890719228207","3.74759354918714","3.74759354918714","2.63970188047721","10.205934685357","5.9160981507","3.06435928826184","3.06435928826184","1.99003600691662","-1.87","11.2335394614309","4.78341735114294","2.21936504831601","2.98526153191985","0.61111","0.50985","0.69969"
"egdTL@@DH`DkdfYeUoeUe^RsQsrHikXyj`hI@hH`@h`@@@","O=C(c1ccc(O)cc1)N1CCc2c(c3ccccc3n2Cc2ccc(O)cc2)C1","4.48945498979339","398.462","5","2","3","2","4","30","52","5","1","0.16","5","4","1","0","2","1","0","1","0","0","0","0","173.975090664063","65.7","4.2993","115.6981","16.4537330274854","10.0515862830936","5.84012626020004","5.84012626020004","4.32547371708889","16.4537330274854","10.0515862830936","5.84012626020004","5.84012626020004","4.32547371708889","-3.73","18.3082028105382","7.26312980082834","3.18160267473781","4.43249511442764","0.56667","0.39025","0.86492"
"fbmpbBFRBgH@`LyyJUy]YV{AAR}FeiZ`BFh@@","O=[N+]([O-])c1cccc(Cn2cnc(-c3ccsc3)c2)c1","4.83268266525182","285.328","5","0","4","0","5","20","31","6","0","0.0714285714285714","3","3","0","0","2","2","0","0","0","0","0","0","118.842652527489","60.96","3.5681","77.7384","11.2861414427124","6.94167929755845","3.61995224898985","3.61995224898985","2.6347159071856","10.4696448617846","5.99887025597639","2.93671798806455","2.93671798806455","1.985050033625","-2.47","12.5580768568267","5.2602131452806","2.59724111557771","3.30290804808619","0.6","0.55615","0.71956"
"ffcq@@DZbAIfYuge_UV\DmVjBBRj@@@@@","CN(Cc1cc2ccccc2n1C)C(=O)c1ccc(N)cc1","4.78781239559604","293.37","4","2","3","1","3","22","41","4","1","0.166666666666667","3","3","0","0","1","1","0","0","0","0","0","0","129.310308689752","51.26","3.0327","89.5709","12.7832849545466","7.20389576411188","3.9545427215201","3.9545427215201","2.65866801719365","12.7832849545466","7.20389576411188","3.9545427215201","3.9545427215201","2.65866801719365","-2.75","14.1983737024222","5.560848","2.55177514792899","3.58886354574394","0.59091","0.54286","0.74806"
"fcH`@DL}dCdfUm]VyyeuirRj}WmijVZZjZ`B`@@","CN(Cc1cc2ccccc2n1C)C(=O)CC=c1cnc2c(c1)CCC(=O)N=2","7.30102999566398","374.444","6","0","4","0","4","28","50","6","2","0.272727272727273","4","3","1","0","3","2","0","1","0","0","0","0","162.376186945859","67.56","1.4949","106.821","16.0525802411908","9.35060585332311","5.19117199198705","5.19117199198705","3.52344204945442","16.0525802411908","9.35060585332311","5.19117199198705","5.19117199198705","3.52344204945442","-3.28","18.1005338480663","7.38440997217086","3.57961064943059","4.77363438033133","0.60714","0.51024","0.82844"
"fi{I@@DRBLBSLnsLjzjv}Dk^mTuKURE@d@@@","Cc1cc(C=CC(=O)N(C)Cc2cc3ccccc3n2C)c[nH]c1=N","6.04095860767891","334.423","5","2","4","2","3","25","47","5","1","0.2","3","3","0","0","2","2","0","0","0","0","0","0","146.280640283956","64.88","2.96609","99.8114","14.705934685357","8.15923756537336","4.40547874791785","4.40547874791785","2.84285181983507","14.705934685357","8.15923756537336","4.40547874791785","4.40547874791785","2.84285181983507","-3.08","16.7664670417557","6.80756627814976","3.55140486712234","4.56555342548662","0.6","0.4156","0.77436"
"fcoH`@DRBLB|bbbVTTTRRrRRjeoQJwkUMRuTaPLq@@@","CC(=O)N=c1[nH]cc(C=CC(=O)N(C)Cc2cc3ccccc3n2C)cc1C","6.0268721464003","376.46","6","1","4","1","3","28","52","6","2","0.227272727272727","3","3","0","0","2","2","0","0","0","0","0","0","163.382018099389","70.46","2.93382","110.2007","16.5613965713208","9.06057530610525","4.64629436857776","4.64629436857776","3.1131311258312","16.5613965713208","9.06057530610525","4.64629436857776","4.64629436857776","3.1131311258312","-3.41","19.3543119134869","8.08371224494743","4.28186823788093","5.58766743598521","0.60714","0.40223","0.79924"
"eghRD@@DFON`GDfUm]VyyfUzcbQRkiXyijVZZjPhHj`@@","Cc1cccc2c(CN(C)C(=O)CC=c3cnc4c(c3)CCC(=O)N=4)c(C)n(C)c12","7.69897000433602","402.498","6","0","4","0","4","30","56","6","2","0.333333333333333","4","3","1","0","3","2","0","1","0","0","0","0","175.106071174653","67.56","2.11174","116.295","17.8978797028115","10.1899222508001","5.97438420990957","5.97438420990957","4.13213958881105","17.8978797028115","10.1899222508001","5.97438420990957","5.97438420990957","4.13213958881105","-3.28","20.0115520180274","7.85894604791971","3.65111910919172","5.24232358816053","0.56667","0.51875","0.87805"
"ec`\LH@CBagIm`@aJUyU]mYUU|BAIMCJfiejVZjiiiZZZj@@@","O=C1N=c2ncc(=CCC(=O)N3CC4C=C(c5ccsc5)CC4C3)cc2CO1","6.07639547797281","393.468","6","0","3","0","5","28","47","7","2","0.333333333333333","5","2","3","1","4","2","1","2","0","0","2","2","165.42286001038","71.86","2.1454","104.758","16.0228168579224","10.3147220212434","6.34160477068257","6.34160477068257","4.88798566754654","15.2063202769947","9.37191297966136","5.65837050975727","5.65837050975727","4.20769108832208","-2.8","17.3087446049916","6.97949245541838","3.2625","4.31450901368937","0.64286","0.40377","0.84047"
