"Structure of NEW_SMILES [idcode]","NEW_SMILES","pIC50","amw","lipinskiHBA","lipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumHeavyAtoms","NumAtoms","NumHeteroatoms","NumAmideBonds","FractionCSP3","NumRings","NumAromaticRings","NumAliphaticRings","NumSaturatedRings","NumHeterocycles","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumSpiroAtoms","NumBridgeheadAtoms","NumAtomStereoCenters","NumUnspecifiedAtomStereoCenters","labuteASA","tpsa","CrippenClogP","CrippenMR","chi0v","chi1v","chi2v","chi3v","chi4v","chi0n","chi1n","chi2n","chi3n","chi4n","hallKierAlpha","kappa1","kappa2","kappa3","Phi","Shape Index","Molecular Flexibility","Molecular Complexity"
"fakaa@JdLxDQJHrJJIIJFKYIQILD{s^pPQRts@@PB@X","O=c1cc(/C=C/c2cccnc2)occ1Oc1ccc(Cl)cc1Cl","5.6903698325741","360.196","4","0","4","0","4","24","35","6","0","0.0","3","3","0","0","2","2","0","0","0","0","0","0","147.491937316504","52.33","5.3043","94.679","13.7905982660328","7.71124985372152","3.58702248218814","3.58702248218814","2.35216872300676","12.2787403739959","6.95532090770307","3.05655581418337","3.05655581418337","1.90509895668416","-2.56","16.3031434262484","7.34026470190248","4.04199526279178","4.98622450923936","0.66667","0.28408","0.74499"
"fakA`@@DEdTTRRTrbRLRVXKtV}ZejAH`HB@DMP","Cc1ccc(Oc2coc(/C=C/c3ccccc3)cc2=O)c(C)c1","5.27327279097343","318.372","3","0","4","0","3","24","42","3","0","0.0952380952380952","3","3","0","0","1","1","0","0","0","0","0","0","140.395641110587","39.44","5.21934","96.3380000000001","13.6529481016671","7.72762532186619","3.60822188725811","3.60822188725811","2.35055449218626","13.6529481016671","7.72762532186619","3.60822188725811","3.60822188725811","2.35055449218626","-3.07","15.8115962573288","7.00504112945157","3.81691573890672","4.61503675436962","0.66667","0.28408","0.73452"
"faka`@J`HKHhhddieDdXdlpWhmzuKTBQ@PD@HZ`","Cc1ccc(Oc2coc(/C=C/c3cccnc3)cc2=O)c(C)c1","5.45842075605342","319.36","4","0","4","0","4","24","41","4","0","0.1","3","3","0","0","2","2","0","0","0","0","0","0","139.615289091533","52.33","4.61434","94.133","13.5228114279774","7.57735643469384","3.49306392135583","3.49306392135583","2.26096041819013","13.5228114279774","7.57735643469384","3.49306392135583","3.49306392135583","2.26096041819013","-3.14","15.7441906572702","6.95938844970286","3.78643066588554","4.56541410875524","0.66667","0.28408","0.74499"
"fakAa@FF\BHIDYEEELcEEldhdnB]yoXH`iZY`@HA@L@","O=c1cc(/C=C/c2ccccc2)occ1Oc1cccc(Cl)c1Cl","5.17198493577602","359.208","3","0","4","0","3","24","36","5","0","0.0","3","3","0","0","1","1","0","0","0","0","0","0","148.272289335557","39.44","5.9093","96.884","13.9207349397225","7.86750180503757","3.99551491227654","3.99551491227654","2.32998326266333","12.4088770476856","7.11157285901912","3.19395178542317","3.19395178542317","1.99954966070821","-2.49","16.3706707083748","7.38662854795832","3.87940070284603","5.03850265015444","0.625","0.28408","0.7473"
"fns@Q@FF]TDPRHrJJJYFJKYIQK`g^jvBHJVfYiJA@L@","O=c1cc(/C=C/c2ccoc2)occ1Oc1cccc(Cl)c1Cl","5.24565166428898","349.169","4","0","4","0","4","23","33","6","0","0.0","3","3","0","0","2","2","0","0","0","0","0","0","141.066618599634","52.58","5.5023","89.15","13.1742826918071","7.33890632582861","3.73912545770232","3.73912545770232","2.13565846883628","11.6624247997702","6.58297737981015","2.93756233084894","2.93756233084894","1.80522486688116","-2.43","15.4651032862071","6.77119731315912","3.67049243437535","4.55292460083886","0.6087","0.2286","0.75402"
"fakaa@JlLxDPRHrJJJYFJKYIQI\D{s^pQARts@@PB@X","O=c1cc(/C=C/c2cccnc2)occ1Oc1cccc(Cl)c1Cl","5.46344155742847","360.196","4","0","4","0","4","24","35","6","0","0.0","3","3","0","0","2","2","0","0","0","0","0","0","147.491937316504","52.33","5.3043","94.679","13.7905982660328","7.71723291786523","3.88035694637426","3.88035694637426","2.24038918866719","12.2787403739959","6.96130397184677","3.07879381952089","3.07879381952089","1.90995558671207","-2.56","16.3031434262484","7.34026470190248","3.84927199952297","4.98622450923936","0.625","0.28408","0.75619"
"fakAa@BF\BHEDYEEDeMCEldhdfR]yoXHJIZY`@HA@L@","O=c1cc(/C=C/c2ccccc2)occ1Oc1c(Cl)cccc1Cl","5.31966448658544","359.208","3","0","4","0","3","24","36","5","0","0.0","3","3","0","0","1","1","0","0","0","0","0","0","148.272289335557","39.44","5.9093","96.884","13.9207349397225","7.86750180503757","3.78409011520353","3.78409011520353","2.48283503831301","12.4088770476856","7.11157285901912","3.18882821339734","3.18882821339734","2.00823868186617","-2.49","16.3706707083748","7.38662854795832","3.87940070284603","5.03850265015444","0.625","0.37118","0.73028"
"fns@Q@BF]TDPJHrJJIJZFKYIQIdg^jvBBbVfYiJA@L@","O=c1cc(/C=C/c2ccoc2)occ1Oc1c(Cl)cccc1Cl","5.38510278396686","349.169","4","0","4","0","4","23","33","6","0","0.0","3","3","0","0","2","2","0","0","0","0","0","0","141.066618599634","52.58","5.5023","89.15","13.1742826918071","7.33890632582861","3.5277006606293","3.5277006606293","2.28851024448596","11.6624247997702","6.58297737981015","2.93243875882311","2.93243875882311","1.81391388803912","-2.43","15.4651032862071","6.77119731315912","3.67049243437535","4.55292460083886","0.6087","0.33316","0.73783"
"fakaa@JdLxDPJHrJJIJZFKYIQILd{s^pPTRts@@PB@X","O=c1cc(/C=C/c2cccnc2)occ1Oc1c(Cl)cccc1Cl","5.42712839779952","360.196","4","0","4","0","4","24","35","6","0","0.0","3","3","0","0","2","2","0","0","0","0","0","0","147.491937316504","52.33","5.3043","94.679","13.7905982660328","7.71723291786523","3.66893214930124","3.66893214930124","2.39324096431688","12.2787403739959","6.96130397184677","3.07367024749505","3.07367024749505","1.91864460787003","-2.56","16.3031434262484","7.34026470190248","3.84927199952297","4.98622450923936","0.625","0.37118","0.74025"
"fakaa@GDMDDQJHrJJIIJFKYIQILD{s^pPQRtu@@P@@","O=c1cc(COc2ccccc2)[nH]cc1Oc1ccc(Cl)cc1Cl","5.73992861201492","362.212","4","1","5","1","3","24","37","6","0","0.0555555555555556","3","3","0","0","1","1","0","0","0","0","0","0","148.125326639789","51.32","5.053","94.3727","13.9731411825298","7.89603653775829","3.71868491953365","3.71868491953365","2.46482419640602","12.4612832904928","7.14010759173984","3.18821825152887","3.18821825152887","2.01775443008342","-2.43","16.4285624672281","7.42643571216536","4.10019600104476","5.08356929192343","0.66667","0.37949","0.72942"
"fi{aa@GDLdDQJHrJJIIJFKIYJII`g^zNBBJVfj@@`@@","Cn1cc(Oc2ccc(Cl)cc2Cl)c(=O)cc1COc1ccccc1","6.92081875395237","376.239","4","0","5","0","4","25","40","6","0","0.105263157894737","3","3","0","0","1","1","0","0","0","0","0","0","154.700240240781","40.46","5.0634","98.993","14.9203547780297","8.28638068616057","4.07872779623039","4.07872779623039","2.66432456669328","13.4084968859928","7.53045174014212","3.54826112822561","3.54826112822561","2.21725480037068","-2.43","17.3948839750671","7.63695038988443","4.35167723894641","5.31375463821533","0.64","0.37236","0.75474"
"fmoaa@GDLTDQJHrJJIIJFKIJHjII`g^SfZxHHiZZj`@J@@@","O=c1cc(COc2ccccc2)n(C2CC2)cc1Oc1ccc(Cl)cc1Cl","6.31875876262441","402.277","4","0","6","0","4","27","44","6","0","0.19047619047619","4","3","1","1","1","1","0","0","0","0","0","0","166.424293316045","40.46","5.8613","106.283","15.9119186095924","9.41386256133551","4.84304003574725","4.84304003574725","3.25282739973597","14.4000607175555","8.65793361531705","4.31257336774247","4.31257336774247","2.80575763341337","-2.43","17.9577031972824","7.6681500077054","4.28818946431093","5.10008747817082","0.59259","0.35731","0.78589"
"fcoaa@GDMdDQJHrJJIIJFKIIIISILD{r}pPQRtuUP@D@@@","CCCCn1cc(Oc2ccc(Cl)cc2Cl)c(=O)cc1COc1ccccc1","5.90308998699194","418.32","4","0","8","0","4","28","49","6","0","0.227272727272727","3","3","0","0","1","1","0","0","0","0","0","0","173.795066583971","40.46","6.3265","112.92","17.0416751215894","9.86250163786401","4.70936272553512","4.70936272553512","3.12878351452267","15.5298172295524","9.10657269184555","4.17889605753034","4.17889605753034","2.68171374820007","-2.43","20.3080165553465","9.6703441787556","5.30586746840311","7.01376820278812","0.57143","0.39636","0.77811"
"eodXLD@GBCL`HbRHrJJIIJFKIIJIIQYY`Qsp[ZyzBBJVfjB@@@`@@@","O=c1cc(COc2ccccc2)n(Cc2ccccc2)cc1Oc1ccc(Cl)cc1Cl","5.84771165561694","452.337","4","0","7","0","4","31","50","6","0","0.08","4","4","0","0","1","1","0","0","0","0","0","0","189.757334446845","40.46","6.5747","123.556","18.0142129051644","10.4196318497937","5.15253549051914","5.15253549051914","3.51947417784086","16.5023550131275","9.66370290377523","4.62206882251436","4.62206882251436","3.07240441151826","-3.21","21.0384914676747","9.73174733685563","5.48432478772673","6.60455752619366","0.51613","0.38847","0.78935"
"fakab@GBMDDPdrm{L~kJtX{s^p@URtu@@P@@","Cc1cc(Cl)ccc1Oc1c[nH]c(COc2ccccc2)cc1=O","6.39794000867204","341.794","4","1","5","1","3","24","40","5","0","0.105263157894737","3","3","0","0","1","1","0","0","0","0","0","0","144.187002527304","51.32","4.70802","94.0997","13.8392477635021","7.82908982824445","3.66636777891887","3.66636777891887","2.41376245207774","13.0833188174836","7.45112535523522","3.43127067613113","3.43127067613113","2.18710495556588","-2.72","16.1488489743862","7.23460722396503","3.97082263283135","4.86794081036728","0.66667","0.37949","0.73284"
"fi{ab@GBLdDPdrm{LzzrmFN}t\@ETmMT@A@@@","Cc1cc(Cl)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O","6.95860731484177","355.821","4","0","5","0","4","25","43","5","0","0.15","3","3","0","0","1","1","0","0","0","0","0","0","150.761916128296","40.46","4.71842","98.72","14.786461359002","8.21943397664673","4.02641065561561","4.02641065561561","2.61326282236501","14.0305324129836","7.84146950363751","3.79131355282787","3.79131355282787","2.38660532585314","-2.72","17.1143759923354","7.44776386107136","4.22290370744941","5.09855324082013","0.64","0.37236","0.75761"
"fmoab@GBLTDQdTRTvTTVRTQTRUFN|gLup@URtuU@@T@@@","Cc1cc(Cl)ccc1Oc1cn(C2CC2)c(COc2ccccc2)cc1=O","6.32790214206428","381.859","4","0","6","0","4","27","47","5","0","0.227272727272727","4","3","1","1","1","1","0","0","0","0","0","0","162.48596920356","40.46","5.51632","106.01","15.7780251905648","9.34691585182166","4.79072289513247","4.79072289513247","3.20176565540769","15.0220962445463","8.96895137881244","4.55562579234473","4.55562579234473","2.97510815889582","-2.72","17.6817767305063","7.48980292930592","4.1699964494772","4.90492678338812","0.59259","0.35731","0.78821"
"fcoab@GBMdDPdrm{LzjjvmFN|o\@ETmMUT@A@@@","CCCCn1cc(Oc2ccc(Cl)cc2C)c(=O)cc1COc1ccccc1","6.20065945054642","397.902","4","0","8","0","4","28","52","5","0","0.260869565217391","3","3","0","0","1","1","0","0","0","0","0","0","169.856742471486","40.46","5.98152000000001","112.647","16.9077817025617","9.79555492835017","4.65704558492034","4.65704558492034","3.07772177019439","16.1518527565432","9.41759045534094","4.4219484821326","4.4219484821326","2.85106427368253","-2.72","20.0256076229135","9.46809979922268","5.16961752858014","6.77158755406497","0.57143","0.39636","0.78055"
"eodXLH@GACL`HaIe[vYuUeV]zFGOAmkgh@JiZZhH@@B@@@","Cc1cc(Cl)ccc1Oc1cn(Cc2ccccc2)c(COc2ccccc2)cc1=O","6.18708664335714","431.919","4","0","7","0","4","31","53","5","0","0.115384615384615","4","4","0","0","1","1","0","0","0","0","0","0","185.81901033436","40.46","6.22972000000001","123.283","17.8803194861367","10.3526851402798","5.10021834990436","5.10021834990436","3.46841243351258","17.1243905401183","9.97472066727062","4.86512124711662","4.86512124711662","3.24175493700071","-3.5","20.7598763773179","9.54","5.35531520915748","6.38868453676171","0.51613","0.38847","0.79105"
"faka`@A@H[HhhddieDdXdlpWhmzuKTDQ@PD@@@","Cc1ccc(Oc2c[nH]c(COc3ccccc3)cc2=O)c(C)c1","5.94309514866353","321.376","4","1","5","1","3","24","43","4","0","0.15","3","3","0","0","1","1","0","0","0","0","0","0","140.248678414819","51.32","4.36304","93.8267","13.7053543444744","7.76214311873061","3.62472635870133","3.62472635870133","2.37361589158939","13.7053543444744","7.76214311873061","3.62472635870133","3.62472635870133","2.37361589158939","-3.01","15.8693845537926","7.04424161055331","3.84312475905923","4.65782412532075","0.66667","0.37949","0.72942"
"fi{a`@A@I[HhhddhdhlcDefBBghviZ`hb@`H@@@","Cc1ccc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)c1","7.09691001300806","335.403","4","0","5","0","4","25","46","4","0","0.19047619047619","3","3","0","0","1","1","0","0","0","0","0","0","146.823592015811","40.46","4.37344","98.447","14.6525679399744","8.15248726713289","3.98476923539808","3.98476923539808","2.57311626187665","14.6525679399744","8.15248726713289","3.98476923539808","3.98476923539808","2.57311626187665","-3.01","16.8340886773546","7.25998456964438","4.09569377289092","4.88860896166479","0.64","0.37236","0.75474"
"fmoa`@A@I[HhhddhdheDgDefBBVJYkZejBbJ`HBH@@","Cc1ccc(Oc2cn(C3CC3)c(COc3ccccc3)cc2=O)c(C)c1","5.49894073778225","361.441","4","0","6","0","4","27","50","4","0","0.260869565217391","4","3","1","1","1","1","0","0","0","0","0","0","158.547645091075","40.46","5.17134000000001","105.737","15.6441317715371","9.27996914230782","4.74908147491494","4.74908147491494","3.16161909491934","15.6441317715371","9.27996914230782","4.74908147491494","4.74908147491494","3.16161909491934","-3.01","17.4061379600612","7.31278760161111","4.05319571575848","4.71434777282475","0.59259","0.35731","0.78589"
"fcoa`@A@I[HhhddhdhddUDdbpP\kvuKTEDTPTA@@@","CCCCn1cc(Oc2ccc(C)cc2C)c(=O)cc1COc1ccccc1","6.0","377.484","4","0","8","0","4","28","55","4","0","0.291666666666667","3","3","0","0","1","1","0","0","0","0","0","0","165.918418359001","40.46","5.63654000000001","112.374","16.773888283534","9.72860821883632","4.61540416470281","4.61540416470281","3.03757520970604","16.773888283534","9.72860821883632","4.61540416470281","4.61540416470281","3.03757520970604","-3.01","19.7433562922664","9.26700778528878","5.03475729623483","6.53435130243438","0.57143","0.39636","0.77811"
"eodXL@@A@BKLbbbRRbRbRQbbRRvXDBrVnN^ZejBbJ@B@@`@@@","Cc1ccc(Oc2cn(Cc3ccccc3)c(COc3ccccc3)cc2=O)c(C)c1","5.57024771999759","411.501","4","0","7","0","4","31","56","4","0","0.148148148148148","4","4","0","0","1","1","0","0","0","0","0","0","181.880686221875","40.46","5.88474000000001","123.01","17.746426067109","10.285738430766","5.05857692968682","5.05857692968682","3.42826587302423","17.746426067109","10.285738430766","5.05857692968682","5.05857692968682","3.42826587302423","-3.79","20.4814704450508","9.34936269622656","5.22754506317895","6.17705470138145","0.51613","0.38847","0.78878"
"fakaa@GLMDDPRHrJJJYFJKYIQI\D{s^pQARtu@@P@@","O=c1cc(COc2ccccc2)[nH]cc1Oc1cccc(Cl)c1Cl","6.07572071393812","362.212","4","1","5","1","3","24","37","6","0","0.0555555555555556","3","3","0","0","1","1","0","0","0","0","0","0","148.125326639789","51.32","5.053","94.3727","13.9731411825298","7.902019601902","4.01201938371976","4.01201938371976","2.35304466206645","12.4612832904928","7.14609065588354","3.21045625686639","3.21045625686639","2.02261106011133","-2.43","16.4285624672281","7.42643571216536","3.90530164289547","5.08356929192343","0.625","0.37949","0.74185"
"fi{aa@GLLdDPRHrJJJYFJKIYJIK`g^zNBHJVfj@@`@@","Cn1cc(Oc2cccc(Cl)c2Cl)c(=O)cc1COc1ccccc1","6.65757731917779","376.239","4","0","5","0","4","25","40","6","0","0.105263157894737","3","3","0","0","1","1","0","0","0","0","0","0","154.700240240781","40.46","5.0634","98.993","14.9203547780297","8.29236375030428","4.37206226041651","4.37206226041651","2.55254503235371","13.4084968859928","7.53643480428583","3.57049913356313","3.57049913356313","2.2221114303986","-2.43","17.3948839750671","7.63695038988443","4.1585940537479","5.31375463821533","0.6","0.37236","0.76523"
"fbmp`@DL|ArSJvnk\mNRTgKSTltuUT@@","O=C1CCc2cc(=CCC(=O)N3CCCC3)cnc2=N1","5.25963731050576","271.32","5","0","2","0","3","20","37","5","2","0.466666666666667","3","1","2","1","3","1","1","2","0","0","0","0","116.577407261318","62.63","-0.0329999999999995","73.242","11.3399356433023","7.06693890386755","3.77397507896425","3.77397507896425","2.6342783842283","11.3399356433023","7.06693890386755","3.77397507896425","3.77397507896425","2.6342783842283","-2.04","12.9669236669732","5.52608152664444","2.76221009377618","3.58281386667347","0.65","0.42959","0.74806"
"fj}p`@DL|ArSJvnk\kSdeYJtuKMMUUP@@","O=C1CCc2cc(=CCC(=O)N3CCCCC3)cnc2=N1","5.00436480540245","285.347","5","0","2","0","3","21","40","5","2","0.5","3","1","2","1","3","1","1","2","0","0","0","0","122.942349375714","62.63","0.3571","77.859","12.0470424244889","7.56693890386755","4.02397507896425","4.02397507896425","2.81105507952494","12.0470424244889","7.56693890386755","4.02397507896425","4.02397507896425","2.81105507952494","-2.04","13.9209361342579","6.15971917829126","3.34894628099174","4.08328844218839","0.66667","0.45631","0.75107"
"fakq`@DL|AwTfUm]VyWVgIJrUijVZZjjj`@@","O=C1CCc2cc(=CCC(=O)N3CCC(CCO)CC3)cnc2=N1","5.27572413039921","329.4","6","1","4","1","4","24","47","6","2","0.555555555555556","3","1","2","1","3","1","1","2","0","0","0","0","140.466467356704","82.86","-0.0343999999999991","88.4348","13.778713070365","8.60791154127598","4.81979051895974","4.81979051895974","3.32135979582594","13.778713070365","8.60791154127598","4.81979051895974","4.81979051895974","3.32135979582594","-2.08","16.7664670417557","7.65985758767157","4.05778516694831","5.35119790784323","0.70833","0.50469","0.75832"
"ff}ab@G\CDD`drnkJ{[UFV]@AUUTuTP@@","CC(C)(C)OC(=O)N1CCC(COc2ccc(F)cc2)CC1","6.60205999132796","309.381","4","0","3","0","3","22","46","5","1","0.588235294117647","2","1","1","1","1","0","1","1","0","0","0","0","130.753916856517","38.77","3.8516","82.426","13.4722081917816","7.69632835824832","3.56556538284182","3.56556538284182","2.35358206421341","13.4722081917816","7.69632835824832","3.56556538284182","3.56556538284182","2.35358206421341","-1.78","16.5881196317738","6.98652485785904","5.20431523499405","5.26787773420577","0.68182","0.51524","0.58727"
"ffcab@APQ`@QddatVTTTRRVxJI\uVjjh@@@`@@","CS(=O)(=O)OC1CN(C(c2ccccc2)c2ccccc2)C1","6.0","317.41","4","0","5","0","4","22","41","5","0","0.294117647058823","3","2","1","1","1","0","1","1","0","0","0","0","131.01515790157","46.61","2.4364","86.0168000000001","13.2391201309318","9.06631560873121","4.40468225895351","4.40468225895351","3.48936814718305","12.422623550004","7.24981902780349","3.78293180198404","3.78293180198404","2.87326427409488","-1.69","15.2151181941595","6.20133290821153","3.55039270393168","4.28881877998952","0.5","0.5241","0.61487"
"fewp`@DL|AvQQISIYISQQJEJgIJrT\vfiYijj@Bh`F`@","O=C1CCc2cc(=CCC(=O)N3CCCC3c3ccccc3)cnc2=N1","5.14874165128093","347.418","5","0","3","0","3","26","47","5","2","0.333333333333333","4","2","2","1","3","1","1","2","0","0","1","1","151.634501467382","62.63","1.7083","97.558","14.5969304772535","9.11651705517951","5.07269853606851","5.07269853606851","3.74286873017612","14.5969304772535","9.11651705517951","5.07269853606851","5.07269853606851","3.74286873017612","-2.82","16.6378510062265","7.19771559842483","3.42536586582444","4.60594306583787","0.61538","0.46637","0.79871"
"fakp`@DL|ArSJvnk\kkSdeYJtuKMMUUUP@@","CCCC1CCN(C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)CC1","7.38721614328027","327.428","5","0","4","0","3","24","49","5","2","0.578947368421053","3","1","2","1","3","1","1","2","0","0","0","0","142.037175718904","62.63","1.3833","91.64","14.331499474865","8.99879055644569","4.97936620868098","4.97936620868098","3.54703390045475","14.331499474865","8.99879055644569","4.97936620868098","4.97936620868098","3.54703390045475","-2.04","16.8051063402833","7.68666486002451","4.07536249058298","5.38230084895129","0.70833","0.497","0.75832"
"ff}ab@C\CDDadTRVRTRTtJdhrwh@JjjfjbaJ`@","CC(C)(C)OC(=O)N1CCCC(COc2ccc(F)cc2)C1","5.88605664769316","309.381","4","0","3","0","3","22","46","5","1","0.588235294117647","2","1","1","1","1","0","1","1","0","0","1","1","130.753916856517","38.77","3.8516","82.426","13.4722081917816","7.69632835824832","3.47002437652601","3.47002437652601","2.43830928076611","13.4722081917816","7.69632835824832","3.47002437652601","3.47002437652601","2.43830928076611","-1.78","16.5881196317738","6.98652485785904","5.20431523499405","5.26787773420577","0.63636","0.51611","0.63466"
"fmoq`@DL|AqTfUm]VyWYVgIJSfZvfiYijj`@jHIh@@","O=C1CCc2cc(=CCC(=O)N3CCC(Oc4ccccc4)C3)cnc2=N1","6.92081875395237","363.417","6","0","4","0","4","27","48","6","2","0.333333333333333","4","2","2","1","3","1","1","2","0","0","1","1","156.748046696889","71.86","1.0245","99.483","15.0051787677174","9.23394549294568","4.85888092860651","4.85888092860651","3.41018260777407","15.0051787677174","9.23394549294568","4.85888092860651","4.85888092860651","3.41018260777407","-3.02","17.3966384126616","7.69653909474264","4.21622161594277","4.95903361704265","0.66667","0.45359","0.78763"
"figI`@DLKTCfiLkZzmsloSdeQRwkSTltuTtuT@@","Cc1nc(C2CC(C(=O)CC=c3cnc4c(c3)CCC(=O)N=4)C2)no1","6.82390874094432","338.367","7","0","4","0","6","25","43","7","1","0.444444444444444","4","2","2","1","3","2","0","1","0","0","0","0","143.424591443314","98.31","0.79892","86.935","13.9358845052723","8.4787387294459","4.84361349713564","4.84361349713564","3.29093978510795","13.9358845052723","8.4787387294459","4.84361349713564","4.84361349713564","3.29093978510795","-2.7","15.8060382133762","6.30890540433699","3.26437755349744","3.98875199622105","0.68","0.42847","0.78706"
"fewqb@EIZptpABTs{Nvljj~JRUdoQtsUTttmMMT@@","O=C1CCc2cc(=CCC(=O)N3CC(OCc4cccs4)C3)cnc2=N1","7.88605664769316","369.446","6","0","5","0","5","26","45","7","2","0.368421052631579","4","2","2","1","4","2","1","2","0","0","0","0","154.3884099673","71.86","0.8337","96.904","15.0752231007297","9.5361872885227","5.40725240652279","5.40725240652279","3.63476949504241","14.258726519802","8.65653447726781","4.55735147893082","4.55735147893082","3.00962458603032","-2.38","17.0548927301967","7.47078773973259","3.88868802308587","4.90051859658493","0.69231","0.48609","0.77181"
"fmoi`@DL}UhGCrJIJYKIJZJIQYFgIJKt\vfiYijjZfjhAh@@","Cc1nc(C2CCCCN2C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)no1","5.38721614328027","367.409","8","0","3","0","6","27","48","8","2","0.473684210526316","4","2","2","1","4","2","1","2","0","0","1","1","155.549367227914","101.55","0.78982","94.768","15.2199613939557","9.26335217697348","4.97967841834321","4.97967841834321","3.60471628795529","15.2199613939557","9.26335217697348","4.97967841834321","4.97967841834321","3.60471628795529","-2.9","17.5106561729824","7.37977315689981","3.78879793398934","4.78609890315102","0.59259","0.46328","0.83186"
"fcq`@DL|AuTfUm]VyWnUirRleWmijVZZjj@Bh@@","O=C1CCc2cc(=CCC(=O)N3CCC(O)(c4ccccc4)CC3)cnc2=N1","6.46852108295774","377.444","6","1","3","1","4","28","51","6","2","0.363636363636364","4","2","2","1","3","1","1","2","0","0","0","0","162.793677333975","82.86","0.8548","103.5808","15.6739005847504","9.65833608532703","5.56965110272673","5.56965110272673","3.83085131627974","15.6739005847504","9.65833608532703","5.56965110272673","5.56965110272673","3.83085131627974","-2.86","18.5008473017186","7.63722174232715","3.86974265708805","5.04625261657715","0.64286","0.46747","0.78878"
"fi{q`@DL|AvTfUm]VyuUirRhiZZeffjjjj@@","CCCCCOC1CN(C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)C1","7.60205999132796","343.427","6","0","7","0","4","25","50","6","2","0.578947368421053","3","1","2","1","3","1","1","2","0","0","0","0","147.150720948411","71.86","0.7622","93.2730000000001","14.7397477653289","9.11491966097216","4.61740026149391","4.61740026149391","3.01699664733357","14.7397477653289","9.11491966097216","4.61740026149391","4.61740026149391","3.01699664733357","-2.08","17.7337114206874","8.33781439124244","4.72171523517605","5.91441577174193","0.76","0.50832","0.76182"
"fmoI`@DL|LCbiLkZzmrnrmNRTgLumMRsSUU@ATPSP@","O=C1CCc2cc(=CCC(=O)N3CCC(Oc4cccnc4)C3)cnc2=N1","6.03151705144607","364.405","7","0","4","0","5","27","47","7","2","0.35","4","2","2","1","4","2","1","2","0","0","1","1","155.967694677835","84.75","0.4195","97.278","14.8750420940277","9.08367660577334","4.75007565424466","4.75007565424466","3.32792399011984","14.8750420940277","9.08367660577334","4.75007565424466","4.75007565424466","3.32792399011984","-3.09","17.330151485587","7.6524812727196","4.18733617603064","4.91180221099438","0.66667","0.45359","0.79602"
"egdRL@@DFOF`GJdfUm]Vyeg]VcbQPkhZXzyijVZZjij@J``Bh@@","O=C1CCc2cc(=CCC(=O)N3CCCCC3c3nc4ccccc4o3)cnc2=N1","5.74472749489669","402.454","7","0","3","0","5","30","52","7","2","0.347826086956522","5","3","2","1","4","2","1","2","0","0","1","1","172.695085358537","88.66","2.2396","109.742","16.5821488752143","10.38864560781","5.73384008616418","5.73384008616418","4.17527319926822","16.5821488752143","10.38864560781","5.73384008616418","5.73384008616418","4.17527319926822","-3.35","18.6642694048737","7.81768721259917","3.62754703217612","4.86371400863291","0.56667","0.43026","0.8591"
"fakq`@DL|AvTfUm]VyuZgIJbeijVZZjij`@@","C=C(C)COC1CN(C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)C1","6.76955107862173","327.384","6","0","5","0","4","24","45","6","2","0.444444444444444","3","1","2","1","3","1","1","2","0","0","0","0","140.09617580183","71.86","0.1481","88.562","13.8255342029558","8.11491966097216","4.08139114665218","4.08139114665218","2.67504460334757","13.8255342029558","8.11491966097216","4.08139114665218","4.08139114665218","2.67504460334757","-2.34","16.5154193709275","7.04805234548131","3.94428475584418","4.85006417641138","0.70833","0.50259","0.76251"
"fewIb@LJRuai`BDigv]mYUU|TdkI^cifjiiiZZZh@@","O=C1CCc2cc(=CCC(=O)N3CC(OCc4nccs4)C3)cnc2=N1","7.24412514432751","370.434","7","0","5","0","6","26","44","8","2","0.388888888888889","4","2","2","1","4","2","1","2","0","0","0","0","153.608057948247","84.75","0.2287","94.699","14.94508642704","9.3959845080917","5.19506671372358","5.19506671372358","3.46492310895181","14.1285898461123","8.5163316968368","4.44193151880328","4.44193151880328","2.92832499087382","-2.45","16.9884968133891","7.42713319657235","3.86093471751865","4.85291648625329","0.69231","0.45294","0.77181"
"eghVL@@DFOBie`GLdfUm]VyuYyVcbQRIHzyijVZZjfh@J`@@","CC(Cc1ncccn1)=NOC1CN(C(=O)CC=c2cnc3c(c2)CCC(=O)N=3)C1","6.06048074738138","406.446","9","0","6","0","7","30","52","9","2","0.380952380952381","4","2","2","1","4","2","1","2","0","0","0","0","172.766587872913","110.0","-0.0193999999999994","107.726","16.692119015838","9.86270355162332","4.90676410568074","4.90676410568074","3.22305209772009","16.692119015838","9.86270355162332","4.90676410568074","4.90676410568074","3.22305209772009","-3.49","19.8103535321812","8.89388714488665","4.91320101537007","5.87303495385086","0.7","0.50506","0.77625"
