NEW_SMILES,similarity,ppIC$_{50}$ SVR,ppIC$_{50}$ Ridge,ppIC$_{50}$ RFR,mean,std
Cc1cc(=O)c(Oc2cn(C)c(COc3ccccc3)cc2=O)c[nH]1,0.686274509803922,6.31792322152802,6.6116020096338,6.2247225171502,6.38474924943734,0.201911425953794
Cc1cn(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)c1C,0.686274509803922,6.22024839060321,6.69509433644645,6.27860616530666,6.39798296411877,0.258955175931882
Cc1ccc(Oc2cn(C)c(COn3cccc3)cc2=O)c(C)c1,0.686274509803922,6.40519262083057,6.7801727565375,6.25926019178037,6.48154185638282,0.268718029461222
Cc1c(Oc2cn(C)c(COc3ccccc3)cc2=O)ccn(C)c1=O,0.686274509803922,6.42757166413025,6.73548187309646,6.27238181679146,6.47847845133939,0.235709654607935
Cc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)n1C,0.686274509803922,6.45276662962316,6.6740731320369,6.24289680657783,6.4565788560793,0.215613440471625
Cc1cc(=N)[nH]cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.685185185185185,5.9028577464988,6.14446092771459,6.24253021392841,6.09661629604726,0.174817555946094
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(N)cc1C,0.685185185185185,6.21849329917466,6.30286518001027,6.32867462986852,6.28334436968448,0.0576261913993917
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)cc1O,0.685185185185185,6.63839787672425,6.63224104386283,6.38455060208946,6.55172984089218,0.144814191510061
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)cc1Cl,0.685185185185185,6.45131542751412,6.43221222518712,6.29471169943746,6.3927464507129,0.0854361892175367
Cc1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)cc1C#N,0.685185185185185,6.32606727786686,6.49567580815676,6.35959693792627,6.3937800079833,0.0898227426416467
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(C)cc1N,0.685185185185185,6.29374254078488,6.47112882192344,6.38367723075993,6.38284953115608,0.0886960371099951
Cc1cc(C)c(S(C)(=O)=O)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.685185185185185,6.58065126003809,6.69782182678671,6.33126104667397,6.53657804449959,0.187212546655247
COc1cnc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)nc1,0.685185185185185,6.24614891102138,6.16856948285914,6.30515503852087,6.23995781080046,0.0685029254507789
Cc1ccc(Oc2cn(C)c(COc3ncco3)cc2=O)c(C)c1,0.685185185185185,6.17465585817312,6.59602048695105,6.30073353351407,6.35713662621275,0.216270708247262
COc1cc(Oc2cn(C)c(COc3ccccc3)cc2=O)c(Cl)cc1C,0.685185185185185,6.39839850505344,6.48266826284728,6.2974291066355,6.39283195817874,0.0927449517849551
Cc1ccc(Oc2cn(C)c(COc3cncc(C#N)c3)cc2=O)c(C)c1,0.684210526315789,6.51184724321284,6.5245699987128,6.48721379307547,6.50787701166704,0.0189919345723451
Cc1ccc(Oc2cn(C)c(COc3nncnn3)cc2=O)c(C)c1,0.679245283018868,6.26419012377118,6.48478703499598,6.32852823842946,6.35916846573221,0.113445436035805
CNn1cc(C)c(Oc2cn(C)c(COc3ccccc3)cc2=O)c1,0.679245283018868,6.1703078684182,6.57097573833227,6.30418861990479,6.34849074221842,0.203974738696949
Cc1cn(O)c(=O)cc1Oc1cn(C)c(COc2ccccc2)cc1=O,0.679245283018868,6.4828850181503,6.84025772820427,6.27151342351441,6.53155205662299,0.287478488768406
Cc1ccc(Oc2cn(C)c(COc3c[nH]ccc3=O)cc2=O)c(C)c1,0.679245283018868,6.3039525480032,6.68523955472188,6.32673508321953,6.43864239531487,0.213862994107032
COc1ccc(OCc2cc(=O)c(Oc3ccc(C)cc3C)cn2C)nn1,0.679245283018868,6.19907488155009,6.68378474624647,6.32477933290779,6.40254632023478,0.251538648068109
Cc1ccc(Oc2cn(C)c(COc3nncn3C)cc2=O)c(C)c1,0.679245283018868,6.19457949963005,6.33307998120178,6.31733596855587,6.2816651497959,0.0758281038412215
