NEW_SMILES,similarity,ppIC$_{50}$ Ridge,ppIC$_{50}$ SVR,ppIC$_{50}$ RFR,mean,std
CCc1cc(O)c(Oc2ccc(C(=O)NC(C)=O)cc2F)cc1F,0.7021276595744681,7.217274518656502,7.031932235726027,7.200809780355862,7.150005511579464,0.1025853096446979
CCc1cc(N=C(N)N)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,7.055904235403265,6.911381675375669,6.72781179343713,6.898365901405355,0.1644330270896333
CCc1cc(NC(=O)O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.961969814484903,6.754706364930589,6.717592825114038,6.811423001509844,0.1316913470283427
CCc1cc(CCC(N)=O)c(Oc2ccc(C(N)=O)cc2F)cc1F,0.7021276595744681,6.760741333652147,6.934439186174648,6.692788105026811,6.795989541617868,0.124621981923639
CCc1cc(O)c(Oc2ccc(C(=O)SC(C)=O)cc2F)cc1F,0.7021276595744681,7.41220780114047,7.038452561506633,7.285306528719246,7.245322297122116,0.1900586721797942
COc1cc(Oc2ccc(C(N)=O)cc2F)c(O)cc1CO,0.7021276595744681,6.815043452916843,6.7776182083868,6.583778939436818,6.72548020024682,0.124135400746087
CCc1cc(OC(N)=O)c(Oc2ccc(C(N)=O)cc2O)cc1F,0.7021276595744681,7.313310718623144,6.862209741235561,7.054512023643411,7.076677494500704,0.2263658632032495
CCNc1cc(CC)c(F)cc1Oc1ccc(C(N)=O)cc1F,0.7021276595744681,6.77029219339528,6.698527131209698,6.695310527034552,6.721376617213177,0.04239265066642155
CCc1cc(O)c(Oc2ccc(C(=O)N(C)C(C)=O)cc2F)cc1F,0.7021276595744681,7.367869844475251,7.076293095566504,7.254080394928435,7.232747778323397,0.1469542803883639
CCc1cc(O)c(Oc2ccc(C(=O)[S+](C)[O-])cc2F)cc1F,0.7021276595744681,7.478145755812671,7.605300976379345,7.328122640254402,7.470523124148806,0.1387463004528777
CCc1cc(O)c(Oc2ccc(C(=O)NC(=O)O)cc2F)cc1F,0.7021276595744681,7.489673520469351,7.212692001570804,7.223651875084154,7.308672465708103,0.1568472699009149
CCCc1cc(O)c(Oc2ccc(C(N)=O)cc2C)cc1F,0.7021276595744681,7.097642991273666,6.84423278813025,6.917713313305671,6.953196364236529,0.1303781727967465
CCc1cc(O)c(Oc2ccc(C(=O)N=NC)cc2F)cc1F,0.7021276595744681,7.4925009788733,7.61467884616434,7.343896807354202,7.483692210797281,0.135605766587585
COc1cc(Oc2ccc(C(N)=O)cc2F)c(O)cc1CN,0.7021276595744681,6.641507715486865,6.801290177577659,6.558156343107227,6.666984745390583,0.123552922489151
CCc1cc(O)c(Oc2ccc(C(=O)C(=O)NC)cc2F)cc1F,0.7021276595744681,7.328127807098343,7.103651908005974,7.16808651962528,7.199955411576532,0.1155814735326659
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2NS(C)(=O)=O)cc1F,0.7,7.500906086504244,6.936862457621425,7.249200996989959,7.228989847038544,0.28256445593456
CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1NS(C)(=O)=O,0.7,7.176098858375649,6.781840836023768,6.859252818153724,6.939064170851047,0.2088952753456537
NC(=O)c1ccc(Oc2cc(F)c(C(N)=O)cc2O)c(F)c1,0.6976744186046512,6.517373394528448,6.704994445496989,6.432417319542732,6.551595053189391,0.1394737030393192
CCc1cc(O)c(Oc2ccc(N)cc2F)cc1F,0.6976744186046512,7.336901879229929,7.32000314155931,7.460490350558493,7.372465123782578,0.07669890641611912
CCc1cc(O)c(Oc2ccc(C(=N)OC)cc2F)cc1F,0.6956521739130435,7.268900207008787,7.412851187637798,7.334153321940263,7.338634905528949,0.07208005722535331
CCc1cc(O)c(Oc2ccc(C(=N)SC)cc2F)cc1F,0.6956521739130435,7.304438881544663,7.008839592894748,7.321561977870821,7.211613484103411,0.1758159217018628
